Secretaria;Municipio;Descricao;Mat. Total;Mat. Semipresencial;Mat. Presencial;Quantidade de Turmas;Enturmados;Não Enturmados;Status
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23270900 - FRANCISCA FLORENCIA DA SILVA PROFª EMEIEF - 4º Ano| Ensino Fundamental | Regular | Manhã;24;0;24;1;24;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23270900 - FRANCISCA FLORENCIA DA SILVA PROFª EMEIEF - 4º Ano| Ensino Fundamental | Regular | Tarde;23;0;23;1;22;1;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23270900 - FRANCISCA FLORENCIA DA SILVA PROFª EMEIEF - 5º Ano| Ensino Fundamental | Regular | Manhã;25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23270900 - FRANCISCA FLORENCIA DA SILVA PROFª EMEIEF - 5º Ano| Ensino Fundamental | Regular | Tarde;24;0;24;1;24;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23270900 - FRANCISCA FLORENCIA DA SILVA PROFª EMEIEF - Pré-escola (4 e 5 anos)| Educação Infantil | Regular | Manhã;23;0;23;0;0;23;Crítico
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23270900 - FRANCISCA FLORENCIA DA SILVA PROFª EMEIEF - Pré-escola (4 e 5 anos)| Educação Infantil | Regular | Tarde;26;0;26;0;0;26;Crítico
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080299 - FRANCISCO ANTONIO FONTENELE EMEIEF;221;0;221;9;210;11;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080299 - FRANCISCO ANTONIO FONTENELE EMEIEF - 1º Ano| Ensino Fundamental | Regular | Manhã;0;0;0;0;0;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080299 - FRANCISCO ANTONIO FONTENELE EMEIEF - 2º Ano| Ensino Fundamental | Regular | Tarde;25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080299 - FRANCISCO ANTONIO FONTENELE EMEIEF - 5º Ano| Ensino Fundamental | Regular | Manhã;30;0;30;1;30;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080299 - FRANCISCO ANTONIO FONTENELE EMEIEF - 6º Ano| Ensino Fundamental | Regular | Integral (40h);34;0;34;1;23;11;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080299 - FRANCISCO ANTONIO FONTENELE EMEIEF - 7º Ano| Ensino Fundamental | Regular | Integral (40h);37;0;37;2;37;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080299 - FRANCISCO ANTONIO FONTENELE EMEIEF - 9º Ano| Ensino Fundamental | Regular | Manhã;27;0;27;1;27;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080299 - FRANCISCO ANTONIO FONTENELE EMEIEF - 9º Ano| Ensino Fundamental | Regular | Tarde;27;0;27;1;27;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080299 - FRANCISCO ANTONIO FONTENELE EMEIEF - Pré-escola (4 e 5 anos)| Educação Infantil | Regular | Manhã;21;0;21;1;21;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080299 - FRANCISCO ANTONIO FONTENELE EMEIEF - Pré-escola (4 e 5 anos)| Educação Infantil | Regular | Tarde;20;0;20;1;20;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23270985 - FRANCISCO ARAUJO DO NASCIMENTO PROF EMEIEF;354;0;354;16;314;40;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23270985 - FRANCISCO ARAUJO DO NASCIMENTO PROF EMEIEF - 2º Ano| Ensino Fundamental | Regular | Manhã;50;0;50;2;50;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23270985 - FRANCISCO ARAUJO DO NASCIMENTO PROF EMEIEF - 2º Ano| Ensino Fundamental | Regular | Tarde;73;0;73;3;73;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23270985 - FRANCISCO ARAUJO DO NASCIMENTO PROF EMEIEF - Creche (0 a 3 anos)| Educação Infantil | Regular | Manhã;1;0;1;0;0;1;Crítico
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23270985 - FRANCISCO ARAUJO DO NASCIMENTO PROF EMEIEF - Creche (0 a 3 anos)| Educação Infantil | Regular | Tarde;0;0;0;0;0;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23270985 - FRANCISCO ARAUJO DO NASCIMENTO PROF EMEIEF - Pré-escola (4 e 5 anos)| Educação Infantil | Regular | Manhã;131;0;131;8;131;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23270985 - FRANCISCO ARAUJO DO NASCIMENTO PROF EMEIEF - Pré-escola (4 e 5 anos)| Educação Infantil | Regular | Tarde;99;0;99;3;60;39;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23270942 - FRANCISCO OSCAR RODRIGUES PROFº EMEIEF;67;0;67;8;67;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23270942 - FRANCISCO OSCAR RODRIGUES PROFº EMEIEF - 1º Ano| Ensino Fundamental | Regular | Manhã;0;0;0;0;0;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23270942 - FRANCISCO OSCAR RODRIGUES PROFº EMEIEF - 1º Ano| Ensino Fundamental | Regular | Tarde;0;0;0;0;0;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23270942 - FRANCISCO OSCAR RODRIGUES PROFº EMEIEF - Pré-escola (4 e 5 anos)| Educação Infantil | Regular | Manhã;49;0;49;5;49;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23270942 - FRANCISCO OSCAR RODRIGUES PROFº EMEIEF - Pré-escola (4 e 5 anos)| Educação Infantil | Regular | Tarde;18;0;18;3;18;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23274514 - HEITOR VILLA LOBOS EMEIEF;164;0;164;12;164;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23274514 - HEITOR VILLA LOBOS EMEIEF - 1º Ano| Ensino Fundamental | Regular | Manhã;18;0;18;1;18;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23274514 - HEITOR VILLA LOBOS EMEIEF - 1º Ano| Ensino Fundamental | Regular | Tarde;16;0;16;1;16;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23274514 - HEITOR VILLA LOBOS EMEIEF - 2º Ano| Ensino Fundamental | Regular | Manhã;12;0;12;1;12;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23274514 - HEITOR VILLA LOBOS EMEIEF - 2º Ano| Ensino Fundamental | Regular | Tarde;16;0;16;1;16;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23274514 - HEITOR VILLA LOBOS EMEIEF - 3º Ano| Ensino Fundamental | Regular | Manhã;11;0;11;1;11;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23274514 - HEITOR VILLA LOBOS EMEIEF - 3º Ano| Ensino Fundamental | Regular | Tarde;15;0;15;1;15;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23274514 - HEITOR VILLA LOBOS EMEIEF - Creche (0 a 3 anos)| Educação Infantil | Regular | Manhã;15;0;15;1;15;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23274514 - HEITOR VILLA LOBOS EMEIEF - Pré-escola (4 e 5 anos)| Educação Infantil | Regular | Manhã;27;0;27;2;27;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23274514 - HEITOR VILLA LOBOS EMEIEF - Pré-escola (4 e 5 anos)| Educação Infantil | Regular | Tarde;34;0;34;3;34;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23234563 - HELDER PESSOA CAMARA DOM EMEIEF;585;0;585;22;585;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23234563 - HELDER PESSOA CAMARA DOM EMEIEF - 1º Ano| Ensino Fundamental | Regular | Manhã;36;0;36;2;36;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23234563 - HELDER PESSOA CAMARA DOM EMEIEF - 1º Ano| Ensino Fundamental | Regular | Tarde;23;0;23;1;23;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23234563 - HELDER PESSOA CAMARA DOM EMEIEF - 2º Ano| Ensino Fundamental | Regular | Manhã;23;0;23;1;23;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23234563 - HELDER PESSOA CAMARA DOM EMEIEF - 2º Ano| Ensino Fundamental | Regular | Tarde;38;0;38;2;38;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23234563 - HELDER PESSOA CAMARA DOM EMEIEF - 3º Ano| Ensino Fundamental | Regular | Manhã;48;0;48;2;48;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23234563 - HELDER PESSOA CAMARA DOM EMEIEF - 3º Ano| Ensino Fundamental | Regular | Tarde;26;0;26;1;26;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23234563 - HELDER PESSOA CAMARA DOM EMEIEF - 4º Ano| Ensino Fundamental | Regular | Manhã;35;0;35;1;35;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23234563 - HELDER PESSOA CAMARA DOM EMEIEF - 4º Ano| Ensino Fundamental | Regular | Tarde;36;0;36;1;36;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23234563 - HELDER PESSOA CAMARA DOM EMEIEF - 5º Ano| Ensino Fundamental | Regular | Manhã;31;0;31;1;31;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23234563 - HELDER PESSOA CAMARA DOM EMEIEF - 5º Ano| Ensino Fundamental | Regular | Tarde;30;0;30;1;30;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23234563 - HELDER PESSOA CAMARA DOM EMEIEF - 6º Ano| Ensino Fundamental | Regular | Manhã;27;0;27;1;27;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23234563 - HELDER PESSOA CAMARA DOM EMEIEF - 6º Ano| Ensino Fundamental | Regular | Tarde;42;0;42;2;42;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23234563 - HELDER PESSOA CAMARA DOM EMEIEF - 7º Ano| Ensino Fundamental | Regular | Manhã;35;0;35;1;35;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23234563 - HELDER PESSOA CAMARA DOM EMEIEF - 7º Ano| Ensino Fundamental | Regular | Tarde;29;0;29;1;29;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23234563 - HELDER PESSOA CAMARA DOM EMEIEF - 8º Ano| Ensino Fundamental | Regular | Manhã;30;0;30;1;30;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23234563 - HELDER PESSOA CAMARA DOM EMEIEF - 8º Ano| Ensino Fundamental | Regular | Tarde;26;0;26;1;26;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23234563 - HELDER PESSOA CAMARA DOM EMEIEF - 9º Ano| Ensino Fundamental | Regular | Manhã;34;0;34;1;34;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23234563 - HELDER PESSOA CAMARA DOM EMEIEF - 9º Ano| Ensino Fundamental | Regular | Tarde;36;0;36;1;36;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23223928 - HERBERT JOSE DE SOUZA BETINHO EMEF;413;0;413;16;408;5;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23223928 - HERBERT JOSE DE SOUZA BETINHO EMEF - 1º Ano| Ensino Fundamental | Regular | Manhã;24;0;24;1;24;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23223928 - HERBERT JOSE DE SOUZA BETINHO EMEF - 1º Ano| Ensino Fundamental | Regular | Tarde;25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23223928 - HERBERT JOSE DE SOUZA BETINHO EMEF - 2º Ano| Ensino Fundamental | Regular | Manhã;25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23223928 - HERBERT JOSE DE SOUZA BETINHO EMEF - 2º Ano| Ensino Fundamental | Regular | Tarde;24;0;24;1;24;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23223928 - HERBERT JOSE DE SOUZA BETINHO EMEF - 3º Ano| Ensino Fundamental | Regular | Manhã;30;0;30;1;30;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23223928 - HERBERT JOSE DE SOUZA BETINHO EMEF - 3º Ano| Ensino Fundamental | Regular | Tarde;60;0;60;2;60;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23223928 - HERBERT JOSE DE SOUZA BETINHO EMEF - 4º Ano| Ensino Fundamental | Regular | Manhã;58;0;58;2;58;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23223928 - HERBERT JOSE DE SOUZA BETINHO EMEF - 4º Ano| Ensino Fundamental | Regular | Tarde;51;0;51;2;51;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23223928 - HERBERT JOSE DE SOUZA BETINHO EMEF - 5º Ano| Ensino Fundamental | Regular | Manhã;60;0;60;2;60;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23223928 - HERBERT JOSE DE SOUZA BETINHO EMEF - 5º Ano| Ensino Fundamental | Regular | Tarde;30;0;30;1;30;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23223928 - HERBERT JOSE DE SOUZA BETINHO EMEF - Pré-escola (4 e 5 anos)| Educação Infantil | Regular | Manhã;10;0;10;1;10;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23223928 - HERBERT JOSE DE SOUZA BETINHO EMEF - Pré-escola (4 e 5 anos)| Educação Infantil | Regular | Tarde;16;0;16;1;11;5;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23197358 - INTEGRANDO O SABER EMEIEF;174;0;174;7;173;1;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23197358 - INTEGRANDO O SABER EMEIEF - 1º Ano| Ensino Fundamental | Regular | Integral (40h);25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23197358 - INTEGRANDO O SABER EMEIEF - 2º Ano| Ensino Fundamental | Regular | Integral (40h);25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23197358 - INTEGRANDO O SABER EMEIEF - 3º Ano| Ensino Fundamental | Regular | Integral (40h);25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23197358 - INTEGRANDO O SABER EMEIEF - 4º Ano| Ensino Fundamental | Regular | Integral (40h);23;0;23;1;22;1;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23197358 - INTEGRANDO O SABER EMEIEF - 5º Ano| Ensino Fundamental | Regular | Integral (40h);27;0;27;1;27;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23197358 - INTEGRANDO O SABER EMEIEF - Pré-escola (4 e 5 anos)| Educação Infantil | Regular | Integral (40h);49;0;49;2;49;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23206187 - JOAO MAGALHAES DE OLIVIERA EMEIEF;191;0;191;9;189;2;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23206187 - JOAO MAGALHAES DE OLIVIERA EMEIEF - 1º Ano| Ensino Fundamental | Regular | Integral (40h);29;0;29;2;29;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23206187 - JOAO MAGALHAES DE OLIVIERA EMEIEF - 2º Ano| Ensino Fundamental | Regular | Integral (40h);23;0;23;1;23;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23206187 - JOAO MAGALHAES DE OLIVIERA EMEIEF - 3º Ano| Ensino Fundamental | Regular | Integral (40h);29;0;29;1;29;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23206187 - JOAO MAGALHAES DE OLIVIERA EMEIEF - 4º Ano| Ensino Fundamental | Regular | Integral (40h);26;0;26;1;24;2;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23206187 - JOAO MAGALHAES DE OLIVIERA EMEIEF - 5º Ano| Ensino Fundamental | Regular | Integral (40h);27;0;27;1;27;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23206187 - JOAO MAGALHAES DE OLIVIERA EMEIEF - Pré-escola (4 e 5 anos)| Educação Infantil | Regular | Integral (40h);57;0;57;3;57;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080647 - JOAQUIM AGUIAR EMEF;380;0;380;16;380;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080647 - JOAQUIM AGUIAR EMEF - 1º Ano| Ensino Fundamental | Regular | Manhã;19;0;19;1;19;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080647 - JOAQUIM AGUIAR EMEF - 1º Ano| Ensino Fundamental | Regular | Tarde;13;0;13;1;13;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080647 - JOAQUIM AGUIAR EMEF - 2º Ano| Ensino Fundamental | Regular | Manhã;22;0;22;1;22;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080647 - JOAQUIM AGUIAR EMEF - 2º Ano| Ensino Fundamental | Regular | Tarde;17;0;17;1;17;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080647 - JOAQUIM AGUIAR EMEF - 3º Ano| Ensino Fundamental | Regular | Manhã;24;0;24;1;24;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080647 - JOAQUIM AGUIAR EMEF - 3º Ano| Ensino Fundamental | Regular | Tarde;25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080647 - JOAQUIM AGUIAR EMEF - 4º Ano| Ensino Fundamental | Regular | Manhã;24;0;24;1;24;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080647 - JOAQUIM AGUIAR EMEF - 4º Ano| Ensino Fundamental | Regular | Tarde;19;0;19;1;19;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080647 - JOAQUIM AGUIAR EMEF - 5º Ano| Ensino Fundamental | Regular | Manhã;30;0;30;1;30;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080647 - JOAQUIM AGUIAR EMEF - 5º Ano| Ensino Fundamental | Regular | Tarde;22;0;22;1;22;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080647 - JOAQUIM AGUIAR EMEF - 6º Ano| Ensino Fundamental | Regular | Manhã;32;0;32;1;32;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080647 - JOAQUIM AGUIAR EMEF - 7º Ano| Ensino Fundamental | Regular | Manhã;32;0;32;1;32;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080647 - JOAQUIM AGUIAR EMEF - 7º Ano| Ensino Fundamental | Regular | Tarde;21;0;21;1;21;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080647 - JOAQUIM AGUIAR EMEF - 8º Ano| Ensino Fundamental | Regular | Integral (40h);51;0;51;2;51;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080647 - JOAQUIM AGUIAR EMEF - 9º Ano| Ensino Fundamental | Regular | Integral (40h);29;0;29;1;29;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080590 - JOSÉ ASSIS DE OLIVEIRA EMEIEF;259;0;259;10;259;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080590 - JOSÉ ASSIS DE OLIVEIRA EMEIEF - 2º Ano| Ensino Fundamental | Regular | Manhã;45;0;45;2;45;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080590 - JOSÉ ASSIS DE OLIVEIRA EMEIEF - 2º Ano| Ensino Fundamental | Regular | Tarde;41;0;41;2;41;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080590 - JOSÉ ASSIS DE OLIVEIRA EMEIEF - 5º Ano| Ensino Fundamental | Regular | Manhã;62;0;62;2;62;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080590 - JOSÉ ASSIS DE OLIVEIRA EMEIEF - 5º Ano| Ensino Fundamental | Regular | Tarde;42;0;42;2;42;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080590 - JOSÉ ASSIS DE OLIVEIRA EMEIEF - 9º Ano| Ensino Fundamental | Regular | Manhã;69;0;69;2;69;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080663 - JOSE BELISARIO DE SOUSA EMEF;150;0;150;7;150;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080663 - JOSE BELISARIO DE SOUSA EMEF - 1º Ano| Ensino Fundamental | Regular | Integral (40h);12;0;12;1;12;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080663 - JOSE BELISARIO DE SOUSA EMEF - 2º Ano| Ensino Fundamental | Regular | Integral (40h);18;0;18;1;18;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080663 - JOSE BELISARIO DE SOUSA EMEF - 3º Ano| Ensino Fundamental | Regular | Integral (40h);24;0;24;1;24;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080663 - JOSE BELISARIO DE SOUSA EMEF - 4º Ano| Ensino Fundamental | Regular | Integral (40h);28;0;28;1;28;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080663 - JOSE BELISARIO DE SOUSA EMEF - 5º Ano| Ensino Fundamental | Regular | Integral (40h);68;0;68;3;68;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23226757 - JOSE DANTAS SOBRINHO EMEF;207;0;207;6;207;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23226757 - JOSE DANTAS SOBRINHO EMEF - 9º Ano| Ensino Fundamental | Regular | Manhã;106;0;106;3;106;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23226757 - JOSE DANTAS SOBRINHO EMEF - 9º Ano| Ensino Fundamental | Regular | Tarde;101;0;101;3;101;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080671 - JOSE DE BORBA VASCONCELOS DR EMEF;316;0;316;9;316;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080671 - JOSE DE BORBA VASCONCELOS DR EMEF - 6º Ano| Ensino Fundamental | Regular | Integral (40h);72;0;72;2;72;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080671 - JOSE DE BORBA VASCONCELOS DR EMEF - 7º Ano| Ensino Fundamental | Regular | Integral (40h);73;0;73;2;73;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080671 - JOSE DE BORBA VASCONCELOS DR EMEF - 8º Ano| Ensino Fundamental | Regular | Integral (40h);105;0;105;3;105;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080671 - JOSE DE BORBA VASCONCELOS DR EMEF - 9º Ano| Ensino Fundamental | Regular | Integral (40h);66;0;66;2;66;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080698 - JOSE MARIO BARBOSA EMEIEF;305;0;305;11;303;2;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080698 - JOSE MARIO BARBOSA EMEIEF - 1º Ano| Ensino Fundamental | Regular | Integral (40h);24;0;24;1;24;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080698 - JOSE MARIO BARBOSA EMEIEF - 2º Ano| Ensino Fundamental | Regular | Integral (40h);25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080698 - JOSE MARIO BARBOSA EMEIEF - 3º Ano| Ensino Fundamental | Regular | Integral (40h);32;0;32;1;32;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080698 - JOSE MARIO BARBOSA EMEIEF - 4º Ano| Ensino Fundamental | Regular | Integral (40h);27;0;27;1;27;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080698 - JOSE MARIO BARBOSA EMEIEF - 5º Ano| Ensino Fundamental | Regular | Integral (40h);29;0;29;1;29;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080698 - JOSE MARIO BARBOSA EMEIEF - 6º Ano| Ensino Fundamental | Regular | Integral (40h);35;0;35;1;35;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080698 - JOSE MARIO BARBOSA EMEIEF - 7º Ano| Ensino Fundamental | Regular | Integral (40h);34;0;34;1;34;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080698 - JOSE MARIO BARBOSA EMEIEF - 8º Ano| Ensino Fundamental | Regular | Integral (40h);32;0;32;1;32;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080698 - JOSE MARIO BARBOSA EMEIEF - 9º Ano| Ensino Fundamental | Regular | Integral (40h);30;0;30;1;30;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23080698 - JOSE MARIO BARBOSA EMEIEF - Pré-escola (4 e 5 anos)| Educação Infantil | Regular | Integral (40h);37;0;37;2;35;2;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23197145 - JOSE MARTINS RODRIGUES DEPUTADO EMEIEF;399;0;399;17;399;0;OK
SECRETARIA MUNICIPAL DE MARACANAU-CE;MARACANAU;23197145 - JOSE MARTINS RODRIGUES DEPUTADO EMEIEF - 2º Ano| Ensino Fundamental | Regular | Tarde;18;0;18;1;18;0;OK
